1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1,,,,,,
1.5,,,,,,
1.5,,,,,,
1.5,,,,,,
1.5,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,42
1.75,,,,,,23
1.75,,,,,,70
1.75,,,,,,10.69964485
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
1.75,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
2,,,,,,
